IdOffWeb;IdArtico;CodiceArticolo;CodArtForn;CodArtPiatt;DescrB2b;IdFornitore;Qta;Prezzo;PrezzoMan;PrezzoManT24;PrezzoMan07ZR;PrezzoManEstero;Posizione;PosGlobale;Settore;SettList;SettoreId;Diametro;P_Std;P_StdBo;P_Base;P_BaseBo;P_Top;P_TopBo;P_Marca1;P_Marca1Bo;P_Marca2;P_Marca2Bo;P_Marca3;P_Marca3Bo;P_Marca4;P_Marca4Bo;Note_Base;Differenza;Eccezzioni;Produttore;P_GommeAuto;P_Esteri_Ger;P_T24_24H;P_T24_48H;P_T24_72H;P_07ZR_24H;P_07ZR_48H;P_07ZR_72H;Note_07ZR;Note_T24;P_T24_GER;P_T24_SPA;P_T24_AUS;P_07ZR_FRA;Descr_Piatt;Peso;C_TraspBase;C_TraspBaseBo;P_PiattConTrasp;P_PiattSenzaTrasp;C_TraspT24;C_PesoT24;C_Trasp07ZR;C_Peso07ZR;C_PesoGerFra;C_PesoSpa;C_PesoAust;M_Base;M_T24;M_07ZR;M-07ZR;M+07ZR;M-T24;M+T24;P_Prec_T24;P_1Pos_T24;Diff_T24;P_Min_T24;P_Max_T24;P_Ricalc_T24;PosPrec_T24;P_Prec_07ZR;P_1Pos_07ZR;Diff_07ZR;P_Min_07ZR;P_Max_07ZR;P_Ricalc_07ZR;PosPrec_07ZR;Provv_PiattT24;Provv_Piatt07ZR;Note_07ZR_Rank;Note_T24_Rank;DOT_Forn;OrderB2b;MarcaId;TipoPubPiatt;CodMagForn;Note_Std;Note_Top;M_Std;M_Top;M_Esteri;P_Esteri_Spa;P_Esteri_Aus;Stagione;PosEsteri;PosT24;Pos07ZR;Misura;P_T24_BEL;P_T24_LUS;P_T24_FRA;P_T24_OLA;P_T24_POL;P_07ZR_GER;P_07ZR_SPA;P_07ZR_AUS;P_07ZR_POR;P_T24_Uk_Danim;P_07ZR_Uk_Danim
209;62504;2655019-PIR-1804000 ;19192                                   ;2655019-PIR-1804000;265/50R19 110Y XL (N0) PIRELLI P ZERO      ;3;4;164.83;null;null;null;null;1;4;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;194.43;194.43;194.43;194.43;194.43;194.43;null;null;null;null;null;null;null;null;null;29.60;null;PIRELLI                                           ;194.43;203.73;null;204.16;null;null;204.16;null;null;Acqusto(164.83) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);205.77;206.20;205.46;207.72;265/50R19 110Y XL (N0) PIRELLI P ZERO;16.70;7.71;3.00;202.14;194.43;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;116015;2;48H;UNI;null;null;null;null;null;204.16;203.43;ESTIVO;1;4;null;2655019;205.77;205.77;207.72;205.77;208.27;205.77;206.20;205.46;215.16;236.87;236.87
210;66501;2656018-CON-0354728 ;8730                                    ;2656018-CON-0354728;265/60R18 110H MO CONTINENTAL 4x4WinterContact      ;3;4;163.29;null;null;null;null;3;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;18;192.89;192.89;192.89;192.89;192.89;192.89;null;null;null;null;null;null;null;null;null;29.60;null;CONTINENTAL                                       ;192.89;202.19;null;203.14;null;null;203.14;null;null;Acqusto(163.29) Margine(29.00) CostoTrasp(8.24) CostoProvv % (1.013);204.21;204.64;203.90;206.16;265/60R18 110H MO CONTINENTAL 4x4WinterContact;16.90;8.24;3.00;201.13;192.89;8.24;null;8.24;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;14558;7;48H;UNI;null;null;null;null;null;202.61;201.88;INVERNALE;3;5;null;2656018;204.21;204.21;206.16;204.21;206.71;204.21;204.64;203.90;213.60;235.31;235.31
211;508686;1258013-CON-0356115 ;22739                                   ;1258013-CON-0356115;125/80R13 65M EVc CONTINENTAL Conti.eContact      ;3;3;52.40;null;null;null;null;1;1;VETTURA                                           ;Vettura                                           ;4;13;58.63;58.63;58.63;58.63;58.63;58.63;null;null;null;null;null;null;null;null;null;6.23;null;CONTINENTAL                                       ;58.63;67.35;null;65.33;null;null;65.33;null;null;Acqusto(52.40) Margine(9.00) CostoTrasp(6.05) CostoProvv % (1.013);68.02;71.06;68.02;69.54;125/80R13 65M EVc CONTINENTAL Conti.eContact;4.30;6.05;3.00;64.68;58.63;6.05;null;6.05;null;5.75;8.75;5.75;null;9.00;null;null;null;3.00;0.00;65.33;55.65;null;65.33;68.33;65.33;6.        ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(65.33) - PosPrec(6.) - PrezPreced.(65.33) - PrezBasePiatt.(68.33) - Prezzo Min/Max(65.33/68.33) - 1°PrezPiatt(55.65);null;1800;7;48H;UNI;null;null;null;null;null;70.36;67.35;ESTIVO;1;1;null;1258013;68.02;68.02;69.54;68.02;71.06;68.02;71.06;68.02;73.88;103.22;103.22
212;49000;2353519-PIR-1821800 ;13981                                   ;2353519-PIR-1821800;235/35R19 87V (N1) PIRELLI WINTER 240 SOTTOZERO Serie II      ;3;2;198.75;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;19;222.56;222.56;222.56;222.56;222.56;222.56;null;null;null;null;null;null;null;null;null;23.81;null;PIRELLI                                           ;222.56;239.71;null;232.11;null;null;232.11;null;null;Acqusto(198.75) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);242.11;244.61;242.11;245.12;235/35R19 87V (N1) PIRELLI WINTER 240 SOTTOZERO Serie II;10.04;7.25;3.00;229.81;222.56;7.25;null;7.25;null;7.25;9.72;7.25;null;33.00;null;null;null;10.00;0.00;232.11;177.19;null;232.11;242.11;232.11;16.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(232.11) - PosPrec(16.) - PrezPreced.(232.11) - PrezBasePiatt.(242.11) - Prezzo Min/Max(232.11/242.11) - 1°PrezPiatt(177.19);null;143405;2;48H;UNI;null;null;null;null;null;242.19;239.71;INVERNALE;1;2;null;2353519;242.11;242.11;245.12;242.11;246.82;242.11;244.61;242.11;248.97;275.79;275.79
213;523312;2853520-PIR-2391300 ;30049                                   ;2853520-PIR-2391300;285/35R20 104V XL (N1) PIRELLI W.SOTTOZERO S.II      ;3;16;260.09;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;20;295.99;295.99;295.99;295.99;295.99;295.99;null;null;null;null;null;null;null;null;null;35.90;null;PIRELLI                                           ;295.99;304.19;null;306.27;null;null;306.27;null;null;Acqusto(260.09) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);307.23;307.72;306.50;308.36;285/35R20 104V XL (N1) PIRELLI W.SOTTOZERO S.II;14.07;7.25;3.00;303.24;295.99;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;151997;2;48H;UNI;null;null;null;null;null;304.67;303.47;INVERNALE;1;3;null;2853520;307.23;307.23;308.36;307.23;310.50;307.23;307.72;306.50;315.21;339.45;339.45
214;523310;2554019-PIR-2377000 ;30053                                   ;2554019-PIR-2377000;255/40R19 100V XL (RO1) PIRELLI W SOTTOZERO 3      ;3;10;177.06;null;null;null;null;3;5;VETTURA                                           ;Vettura                                           ;4;19;206.69;206.69;206.69;206.69;206.69;206.69;null;null;null;null;null;null;null;null;null;29.63;null;PIRELLI                                           ;206.69;214.90;null;216.08;null;null;216.08;null;null;Acqusto(177.06) Margine(29.00) CostoTrasp(7.25) CostoProvv % (1.013);217.05;218.59;217.05;219.09;255/40R19 100V XL (RO1) PIRELLI W SOTTOZERO 3;11.29;7.25;3.00;213.94;206.69;7.25;null;7.25;null;8.20;9.72;8.20;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;128409;2;48H;UNI;null;null;null;null;null;216.43;214.90;INVERNALE;3;5;null;2554019;217.05;217.05;219.09;217.05;220.79;217.05;218.59;217.05;225.29;249.77;249.77
215;62833;1108018-DUN-653000  ;5901                                    ;1108018-DUN-653000;110/80-18 58S DUNLOP TRAILMAX      ;3;3;88.17;null;null;null;null;4;6;MOTO                                              ;MotoScooter                                       ;16;18;97.53;97.53;97.53;97.53;97.53;97.53;null;null;null;null;null;null;null;null;null;9.36;null;DUNLOP                                            ;97.53;107.38;null;105.58;null;null;105.58;null;null;Acqusto(88.17) Margine(13.00) CostoTrasp(7.00) CostoProvv % (1.013);108.45;110.15;108.67;109.79;110/80-18 58S DUNLOP TRAILMAX;4.73;7.00;3.00;104.53;97.53;7.00;null;7.00;null;5.89;7.57;6.11;null;13.00;null;null;null;4.00;0.00;95.30;70.46;null;105.58;109.58;105.58;22.       ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(105.58) - PosPrec(22.) - PrezPreced.(95.30) - PrezBasePiatt.(109.58) - Prezzo Min/Max(105.58/109.58) - 1°PrezPiatt(70.46);null;69106;6;48H;UNI;null;null;null;null;null;109.06;107.59;ESTIVO;4;6;null;1108018;108.75;108.75;109.79;109.03;112.55;108.45;110.15;108.67;117.84;143.01;143.01
216;62825;809021-DUN-653009   ;5950                                    ;809021-DUN-653009;80/90-21 48S DUNLOP TRAILMAX      ;3;4;70.65;null;null;null;null;4;6;MOTO                                              ;MotoScooter                                       ;16;21;78.94;78.94;78.94;78.94;78.94;78.94;null;null;null;null;null;null;null;null;null;8.29;null;DUNLOP                                            ;78.94;87.80;null;86.80;null;null;86.80;null;null;Acqusto(70.65) Margine(11.00) CostoTrasp(7.00) CostoProvv % (1.013);88.68;90.38;88.90;90.02;80/90-21 48S DUNLOP TRAILMAX;2.95;7.00;3.00;85.94;78.94;7.00;null;7.00;null;5.89;7.57;6.11;null;11.00;null;null;null;3.00;0.00;78.26;58.97;null;86.80;89.80;86.80;14.       ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(86.80) - PosPrec(14.) - PrezPreced.(78.26) - PrezBasePiatt.(89.80) - Prezzo Min/Max(86.80/89.80) - 1°PrezPiatt(58.97);null;54853;6;48H;UNI;null;null;null;null;null;89.49;88.02;ESTIVO;4;6;null;809021;88.97;88.97;90.02;89.26;92.78;88.68;90.38;88.90;98.12;123.23;123.23
217;524753;2753020-BRI-7544    ;31028                                   ;2753020-BRI-7544;275/30R20 97Y XL Runflat * BRIDGESTONE POTENZA RE050A      ;3;2;225.07;null;null;null;null;3;4;VETTURA                                           ;Vettura                                           ;4;20;248.96;248.96;248.96;248.96;248.96;248.96;null;null;null;null;null;null;null;null;null;23.89;null;BRIDGESTONE                                       ;248.96;267.06;null;258.77;null;null;258.77;null;null;Acqusto(225.07) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);269.73;271.27;269.73;271.78;275/30R20 97Y XL Runflat * BRIDGESTONE POTENZA RE050A;12.54;7.25;3.00;256.21;248.96;7.25;null;7.25;null;8.20;9.72;8.20;null;33.00;null;null;null;10.00;0.00;250.91;200.79;null;258.77;268.77;258.77;19.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(258.77) - PosPrec(19.) - PrezPreced.(250.91) - PrezBasePiatt.(268.77) - Prezzo Min/Max(258.77/268.77) - 1°PrezPiatt(200.79);null;149427;11;48H;UNI;null;null;null;null;null;268.58;267.06;ESTIVO;3;4;null;2753020;269.73;269.73;271.78;269.73;273.48;269.73;271.27;269.73;277.82;302.45;302.45
218;529385;2356018-PIR-2205200 ;32682                                   ;2356018-PIR-2205200;235/60R18 103V (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S)      ;3;1;122.96;null;null;null;null;2;3;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;18;136.45;136.45;136.45;136.45;136.45;136.45;null;null;null;null;null;null;null;null;null;13.49;null;PIRELLI                                           ;136.45;150.70;null;145.60;null;null;145.60;null;null;Acqusto(122.96) Margine(18.00) CostoTrasp(7.71) CostoProvv % (1.013);152.21;153.47;152.21;154.69;235/60R18 103V (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S);14.58;7.71;3.00;144.16;136.45;7.71;null;7.71;null;9.30;10.54;9.30;null;18.00;null;null;null;5.00;0.00;141.41;110.25;null;145.60;150.60;145.60;21.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(145.60) - PosPrec(21.) - PrezPreced.(141.41) - PrezBasePiatt.(150.60) - Prezzo Min/Max(145.60/150.60) - 1°PrezPiatt(110.25);null;110409;2;48H;UNI;null;null;null;null;null;151.95;150.70;4 STAGIONI;2;3;null;2356018;152.21;152.21;154.69;152.21;155.12;152.21;153.47;152.21;161.76;183.82;183.82
219;103347;1208014-MIC-459869  ;23229                                   ;1208014-MIC-459869;120/80-14 58S MICHELIN POWER PURE SC      ;3;1;49.28;null;null;null;null;3;4;SCOOTER                                           ;MotoScooter                                       ;91;14;55.00;55.00;55.00;55.00;55.00;55.00;null;null;null;null;null;null;null;null;null;5.72;null;MICHELIN                                          ;55.00;63.86;null;62.62;null;null;62.62;null;null;Acqusto(49.28) Margine(8.50) CostoTrasp(7.00) CostoProvv % (1.013);64.50;66.20;64.72;65.83;120/80-14 58S MICHELIN POWER PURE SC;4.21;7.00;3.00;62.00;55.00;7.00;null;7.00;null;5.89;7.57;6.11;null;8.50;null;null;null;3.00;0.00;61.81;45.40;null;62.62;65.62;62.62;27.       ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(62.62) - PosPrec(27.) - PrezPreced.(61.81) - PrezBasePiatt.(65.62) - Prezzo Min/Max(62.62/65.62) - 1°PrezPiatt(45.40);null;40517;1;48H;UNI;null;null;null;null;null;65.54;64.08;ESTIVO;3;3;null;1208014;64.79;64.79;65.83;65.08;68.60;64.50;66.20;64.72;74.01;99.05;99.05
220;520324;2054517-DUN-529123  ;27498                                   ;2054517-DUN-529123;205/45R17 88W XL * DUNLOP Sport Maxx RT      ;3;12;103.58;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;17;119.96;119.96;119.96;119.96;119.96;119.96;null;null;null;null;null;null;null;null;null;16.38;null;DUNLOP                                            ;119.96;126.46;null;128.48;null;null;128.48;null;null;Acqusto(103.58) Margine(16.00) CostoTrasp(7.25) CostoProvv % (1.013);127.72;130.98;127.72;130.00;205/45R17 88W XL * DUNLOP Sport Maxx RT;8.40;7.25;3.00;127.21;119.96;7.25;null;7.25;null;6.50;9.72;6.50;null;16.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;84235;6;48H;UNI;null;null;null;null;null;129.68;126.46;ESTIVO;3;6;null;2054517;127.72;127.72;130.00;127.72;132.28;127.72;130.98;127.72;134.16;162.16;162.16
221;516827;2055017-HAN-1013017 ;25073                                   ;2055017-HAN-1013017;205/50R17 89W Runflat HANKOOK K117 Ventus S1 Evo 2      ;3;4;90.46;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;17;106.80;106.80;106.80;106.80;106.80;106.80;null;null;null;null;null;null;null;null;null;16.34;null;HANKOOK                                           ;106.80;114.05;null;115.19;null;null;115.19;null;null;Acqusto(90.46) Margine(16.00) CostoTrasp(7.25) CostoProvv % (1.013);115.19;117.69;115.19;118.20;205/50R17 89W Runflat HANKOOK K117 Ventus S1 Evo 2;11.62;7.25;3.00;114.05;106.80;7.25;null;7.25;null;7.25;9.72;7.25;null;16.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;81159;52;48H;UNI;null;null;null;null;null;116.52;114.05;ESTIVO;1;3;null;2055017;115.19;115.19;118.20;115.19;119.90;115.19;117.69;115.19;122.42;148.87;148.87
222;521923;2055017-CON-0356567 ;28638                                   ;2055017-CON-0356567;205/50R17 93V XL Co_SEAL CONTINENTAL CONTIECOCONTACT 5      ;3;4;108.14;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;17;124.53;124.53;124.53;124.53;124.53;124.53;null;null;null;null;null;null;null;null;null;16.39;null;CONTINENTAL                                       ;124.53;131.78;null;133.10;null;null;133.10;null;null;Acqusto(108.14) Margine(16.00) CostoTrasp(7.25) CostoProvv % (1.013);133.10;135.60;133.10;136.11;205/50R17 93V XL Co_SEAL CONTINENTAL CONTIECOCONTACT 5;10.10;7.25;3.00;131.78;124.53;7.25;null;7.25;null;7.25;9.72;7.25;null;16.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;10449;7;48H;UNI;null;null;null;null;null;134.26;131.78;ESTIVO;1;2;null;2055017;133.10;133.10;136.11;133.10;137.81;133.10;135.60;133.10;140.28;166.78;166.78
223;512534;2055516-PIR-2328900 ;25752                                   ;2055516-PIR-2328900;205/55R16 91V PIRELLI CINTURATO P7      ;3;30;57.46;null;null;null;null;3;5;VETTURA                                           ;Vettura                                           ;4;16;66.68;66.68;66.68;66.68;66.68;66.68;null;null;null;null;null;null;null;null;null;9.22;null;PIRELLI                                           ;66.68;73.18;null;74.67;null;null;74.67;null;null;Acqusto(57.46) Margine(9.00) CostoTrasp(7.25) CostoProvv % (1.013);73.91;77.17;73.91;76.19;205/55R16 91V PIRELLI CINTURATO P7;8.36;7.25;3.00;73.93;66.68;7.25;null;7.25;null;6.50;9.72;6.50;null;9.00;null;null;null;3.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;120;2;48H;UNI;null;null;null;null;null;76.41;73.18;ESTIVO;4;4;null;2055516;73.91;73.91;76.19;73.91;78.47;73.91;77.17;73.91;80.51;108.35;108.35
224;516433;2055516-DUN-528523  ;25532                                   ;2055516-DUN-528523;205/55R16 91V DUNLOP Sport BluResponse      ;3;30;57.88;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;16;67.10;67.10;67.10;67.10;67.10;67.10;null;null;null;null;null;null;null;null;null;9.22;null;DUNLOP                                            ;67.10;73.59;null;75.09;null;null;75.09;null;null;Acqusto(57.88) Margine(9.00) CostoTrasp(7.25) CostoProvv % (1.013);74.33;77.60;74.33;76.61;205/55R16 91V DUNLOP Sport BluResponse;7.70;7.25;3.00;74.35;67.10;7.25;null;7.25;null;6.50;9.72;6.50;null;9.00;null;null;null;3.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;154;6;48H;UNI;null;null;null;null;null;76.83;73.59;ESTIVO;4;6;null;2055516;74.33;74.33;76.61;74.33;78.89;74.33;77.60;74.33;80.93;108.78;108.78
225;507625;2055516-PIR-2040200 ;21446                                   ;2055516-PIR-2040200;205/55R16 91W Runflat (*) PIRELLI CINTURATO P7      ;3;8;80.38;null;null;null;null;1;4;VETTURA                                           ;Vettura                                           ;4;16;94.68;94.68;94.68;94.68;94.68;94.68;null;null;null;null;null;null;null;null;null;14.30;null;PIRELLI                                           ;94.68;101.18;null;102.95;null;null;102.95;null;null;Acqusto(80.38) Margine(14.00) CostoTrasp(7.25) CostoProvv % (1.013);102.19;105.45;102.19;104.47;205/55R16 91W Runflat (*) PIRELLI CINTURATO P7;10.81;7.25;3.00;101.93;94.68;7.25;null;7.25;null;6.50;9.72;6.50;null;14.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;68229;2;48H;UNI;null;null;null;null;null;104.41;101.18;ESTIVO;1;4;null;2055516;102.19;102.19;104.47;102.19;106.75;102.19;105.45;102.19;108.71;136.63;136.63
226;513379;2055516-DUN-528118  ;25534                                   ;2055516-DUN-528118;205/55R16 91W AO DUNLOP Sport Maxx RT      ;3;6;72.72;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;16;80.54;80.54;80.54;80.54;80.54;80.54;null;null;null;null;null;null;null;null;null;7.82;null;DUNLOP                                            ;80.54;91.99;null;88.67;null;null;88.67;null;null;Acqusto(72.72) Margine(12.50) CostoTrasp(7.25) CostoProvv % (1.013);92.91;96.17;92.91;95.19;205/55R16 91W AO DUNLOP Sport Maxx RT;8.60;7.25;3.00;87.79;80.54;7.25;null;7.25;null;6.50;9.72;6.50;null;12.50;null;null;null;5.00;0.00;88.67;69.20;null;88.67;93.67;88.67;14.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(88.67) - PosPrec(14.) - PrezPreced.(88.67) - PrezBasePiatt.(93.67) - Prezzo Min/Max(88.67/93.67) - 1°PrezPiatt(69.20);null;65817;6;48H;UNI;null;null;null;null;null;95.22;91.99;ESTIVO;1;1;null;2055516;92.91;92.91;95.19;92.91;97.47;92.91;96.17;92.91;99.45;127.35;127.35
227;518648;2055516-DUN-530099  ;26549                                   ;2055516-DUN-530099;205/55R16 91Y DUNLOP Sport Maxx RT      ;3;28;64.41;null;null;null;null;3;5;VETTURA                                           ;Vettura                                           ;4;16;72.21;72.21;72.21;72.21;72.21;72.21;null;null;null;null;null;null;null;null;null;7.80;null;DUNLOP                                            ;72.21;83.65;null;80.25;null;null;80.25;null;null;Acqusto(64.41) Margine(12.50) CostoTrasp(7.25) CostoProvv % (1.013);84.49;87.76;84.49;86.77;205/55R16 91Y DUNLOP Sport Maxx RT;8.72;7.25;3.00;79.46;72.21;7.25;null;7.25;null;6.50;9.72;6.50;null;12.50;null;null;null;5.00;0.00;70.03;55.87;null;80.25;85.25;80.25;26.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(80.25) - PosPrec(26.) - PrezPreced.(70.03) - PrezBasePiatt.(85.25) - Prezzo Min/Max(80.25/85.25) - 1°PrezPiatt(55.87);null;48751;6;48H;UNI;null;null;null;null;null;86.89;83.65;ESTIVO;3;5;null;2055516;84.49;84.49;86.77;84.49;89.05;84.49;87.76;84.49;91.06;118.94;118.94
228;521421;2055517-PIR-2050400 ;27403                                   ;2055517-PIR-2050400;205/55R17 91V Runflat (*) PIRELLI CINTURATO P7      ;3;14;108.98;null;null;null;null;1;4;VETTURA                                           ;Vettura                                           ;4;17;125.37;125.37;125.37;125.37;125.37;125.37;null;null;null;null;null;null;null;null;null;16.39;null;PIRELLI                                           ;125.37;132.62;null;133.95;null;null;133.95;null;null;Acqusto(108.98) Margine(16.00) CostoTrasp(7.25) CostoProvv % (1.013);133.95;136.45;133.95;136.96;205/55R17 91V Runflat (*) PIRELLI CINTURATO P7;11.42;7.25;3.00;132.62;125.37;7.25;null;7.25;null;7.25;9.72;7.25;null;16.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;97839;2;48H;UNI;null;null;null;null;null;135.10;132.62;ESTIVO;1;4;null;2055517;133.95;133.95;136.96;133.95;138.66;133.95;136.45;133.95;141.13;167.63;167.63
