ID;IDFAT;IDBAM;IDRIC;IDCOMRIG;IDOPMAG;IDARTICO;DESCR;MARCA;UM1;UM2;ORIPRE;IDLISTES;IDIVA;IDMAGPRE;IDMAGCAR;TIPRIG;OMASCM;IDPDCRIC;SERNUM;TICAPR;TICASC;PEPLIS;PEPCAT;TIPAGG;IDCAUMOV;CODMER;IDMEMO;IDAGENTE;TIPPRV;IVACOMP;IDNOTE;RIGABAM;RIGAFAT;QTA1;QTA2;PREZZO;IMPTOT;SCONTO1;SCONTO2;SCONTO3;SCONTO4;SCOQUA;SCONTOL;PROVVI;NETTO;LORDO;QTAORD;PRVMAT;PRVLIQ;PREZZON;IDVARDB;IDOPSDLFAS;ForEva;PosRif;idopsdlm;IdAnaSrv;IDRFRIF;RIFERI1;RIFERI2;RIFERI3;inirat;Finerat;UM3;Qta3;rigaric;IDTCLISTES;ticaiva;IdPadre;RAEImpo;RAEImptot;RAEUmRif;idFatRigAcc;EXT_PROVVIGIONE;EXT_PREMIO_MENSILE;EXT_FLG_PREMIO;Ext_PrezzoListinoBase;Ext_Sconto1Base;Ext_Sconto2Base;Ext_Sconto3Base;EXT_IDMovMag;Ext_PrezzoNettoBase;Ext_ScontoLBase;Ext_Sconto4Base;Ext_ProcessatoDa_CPV;Ext_IDUtente;ext_colli;IDREPCDC;idFatRigRiF;IdAppalti;IDPERESIVA;idFatRigVenRCLI;idFatRigProfV;IDRIFCOMRIG;IDProf;RigaProf;UMRPre;IDMISRIG;idFatRigArtConai
2861900;356009;null;null;null;null;758484;CARBURANTE PERLAVORAZIONI AUTO CLIENTI  ;MECCANICA LEGGERA                       ;NR;NR;null;null;238;14789;null;null;N;36273;542735       ;A;M;0,0;0,0;null;203;null;null;null;0;0;null;0;0;1,0;1,0;12,91;12,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,91;null;null;0;null;null;null;null;DX287GH;851986;542735;null;null;null;1,0;5;null;0;null;0,0;0,0;I;null;0,0;0,0;0;12,91;0,0;0,0;0,0;null;12,91;0,0;0,0;0;8;null;null;null;null;null;null;null;null;null;0;null;null;null
