IdTbl;Targa;Posizione;Id;SoloTarga;Qta;Elaborato;IdAbbinato;DepositiLiberi;TargaDoppia;NonElaborareTargaDoppia;Note;PosizioneMultipla;Chiusura;PDV
1530;GG944HG-241094;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D42;null
1531;GP223AV-229046;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D43;null
1532;GX162AR-240963;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D44;null
1533;EC348CX-240815;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D45;null
1534;EH159VG-240960;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D46;null
1535;BG4.F6 G13;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D47;null
1536;FG559SK-241519;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D48;null
1537;FM321EB-241735;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D49;null
1538;CR974LG-241561;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D4A;null
1539;FM753ED-241834;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D4B;null
1540;FT594BX-241657;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D4C;null
1541;GE855TM-241431;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D4D;null
1542;FM899EJ-241559;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D4E;null
1543;ET682NZ;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D4F;null
1544;BG4.F6 G17;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D50;null
1545;GL358XC-251062;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D51;null
1546;DK707CX-242449;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D52;null
1547;GV308LN-240687;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D53;null
1548;FC414XW-240755;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D54;null
1549;BG4.F6 G21;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D55;null
1550;CY981GY-249489;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D56;null
1551;GA118MT-250328;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D57;null
1552;BG4.F6 G25;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D58;null
1553;GK623SE-241371;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D59;null
1554;FR881CV-221149;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D5A;null
1555;FX353XH-211969;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D5B;null
1556;GA824TC-186433;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D5C;null
1557;FV505VZ;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D5D;null
1558;BG4.F6 G29;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D5E;null
1559;GB021PS-218993;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D5F;null
1560;FT177BX-217727;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D60;null
1561;GN401FH-214854;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D61;null
1562;FZ872NZ;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D62;null
1563;BG4.F6 G33;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D63;null
1564;GT337AJ-251170;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D64;null
1565;FT798BR-159684;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D65;null
1566;FR362BC-217511;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D66;null
1567;EW034BF-222859;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D67;null
1568;BG4.F7 G13;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D68;null
1569;FH739TL-215100;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D69;null
1570;FS384DB-217405;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D6A;null
1571;EY319XD-212681;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D6B;null
1572;GN946XF-239551;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D6C;null
1573;FR770PG-244766;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D6D;null
1574;BG4.F7 G9;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D6E;null
1575;DA836ZJ-158715;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D6F;null
1576;ER549AG-217669;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D70;null
1577;DY478VC-210909;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D71;null
1578;EX886KE-198004;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D72;null
1579;BG4.F7 G5;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D73;null
1580;GH415JE-244850;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D74;null
1581;GP007VT-238678;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D75;null
1582;FR952GN-209902;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D76;null
1583;GF976BX-219750;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D77;null
1584;BG4.F7 G5;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D78;null
1585;GM271GB-239195;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D79;null
1586;GK609FP-239500;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D7A;null
1587;BG4.F6 G17;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D7B;null
1588;FN391FM-240722;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D7C;null
1589;ET722ZC-240622;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D7D;null
1590;GJ637DM-241642;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D7E;null
1591;GV323LD;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D7F;null
1592;BG4.STANZ;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D80;null
1593;GR951FJ-244533;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D81;null
1594;GP434ZR-244183;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D82;null
1595;FV178VY-247013;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D83;null
1596;GM481GH-246998;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D84;null
1597;GJ931JP-248628;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D85;null
1598;GR156MG-244109;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D86;null
1599;GF311VX-244092;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D87;null
1600;GK465FX-242632;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D88;null
1601;GX735WZ-242573;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D89;null
1602;GP221VV-242050;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D8A;null
1603;GL935EE-248788;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D8B;null
1604;GV261KM-248702;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D8C;null
1605;FT377BV;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D8D;null
1606;GX354XB-245051;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D8E;null
1607;GR042XF-245016;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D8F;null
1608;GC662FH-245398;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D90;null
1609;GX402KL-245385;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D91;null
1610;GX181AL-248654;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D92;null
1611;EV247KH-248516;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D93;null
1612;GP755BD-245088;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D94;null
1613;GR176SH-249365;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D95;null
1614;GL974ZY-244101;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D96;null
1615;FX544MG-250676;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D97;null
1616;GA086BT-244094;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D98;null
1617;GP987MY-250284;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D99;null
1618;GL589LK-250344;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D9A;null
1619;BG4. F8 G1;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D9B;null
1620;GV035LJ-239365;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D9C;null
1621;GG255TE-239041;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D9D;null
1622;EY786HE-239424;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D9E;null
1623;GN600GE-240673;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205D9F;null
1624;GJ754WZ-239119;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA0;null
1625;CZ542XC-239250;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA1;null
1626;BG4. F8 G4;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA2;null
1627;GM305FX-240732;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA3;null
1628;GE653TN-239510;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA4;null
1629;FT066BY-240870;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA5;null
1630;GS391VC-240867;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA6;null
1631;GW994JK-242053;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA7;null
1632;EF003ME-240876;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA8;null
1633;BG4.PT 2;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DA9;null
1634;GV933LJ-240661;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DAA;null
1635;EP905BJ-213976;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DAB;null
1636;GC632JS-238943;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DAC;null
1637;ES956SD-216842;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DAD;null
1638;DL394LE-208634;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DAE;null
1639;GG269XX;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DAF;null
1640;GL909EC-240690;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB0;null
1641;EF157PE-240679;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB1;null
1642;GL256PT-242051;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB2;null
1643;GD885NJ-240793;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB3;null
1644;FX481MJ-240703;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB4;null
1645;FW571WR-240812;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB5;null
1646;FX650GN-240777;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB6;null
1647;BG4.PT 3;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB7;null
1648;FG654YB-250050;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB8;null
1649;GL972WL-250003;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DB9;null
1650;GN943FH-241578;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DBA;null
1651;FF561MF-241571;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DBB;null
1652;GP175VY-244404;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DBC;null
1653;GB771HY;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DBD;null
1654;FB791TJ-244870;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DBE;null
1655;GS355JW-244863;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DBF;null
1656;FP426YT-245391;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC0;null
1657;GL336EJ-245585;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC1;null
1658;GX962HT-245600;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC2;null
1659;GX007KW-247852;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC3;null
1660;GG559XX-247962;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC4;null
1661;GL815FC-248380;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC5;null
1662;GV603GX-248397;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC6;null
1663;BG4. SOPPALCO ;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC7;null
1664;GB088EL-234771;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC8;null
1665;GW768VW-227956;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DC9;null
1666;FJ723WR;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DCA;null
1667;GM830NR-215853;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DCB;null
1668;GB622GX-214614;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DCC;null
1669;GB600JG-219701;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DCD;null
1670;GC216PM-217043;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DCE;null
1671;GL423EK-244145;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DCF;null
1672;FT502ET-189460;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD0;null
1673;GD204RE-216388;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD1;null
1674;FS795XS-189527;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD2;null
1675;GA171BZ-188565;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD3;null
1676;GF525DP-170417;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD4;null
1677;FE327GJ-217031;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD5;null
1678;GG343LF-208301;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD6;null
1679;FW255HC-230427;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD7;null
1680;GL586EF-234184;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD8;null
1681;GC276JR-226655;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DD9;null
1682;GE560CF-233790;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DDA;null
1683;GN100WX-235415;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DDB;null
1684;GS446VL-226775;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DDC;null
1685;GC753ZS-229149;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DDD;null
1686;GJ261DM-235332;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DDE;null
1687;FX912SC-231288;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DDF;null
1688;GG271XX-232909;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE0;null
1689;DR218FV-228447;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE1;null
1690;GJ372YN-227933;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE2;null
1691;FH617CD-226195;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE3;null
1692;GH595MN-223526;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE4;null
1693;DK381ZS-234798;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE5;null
1694;FY088VR-228215;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE6;null
1695;GD131AW-233987;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE7;null
1696;GE143GC-194262;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE8;null
1697;FX342FT-197429;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DE9;null
1698;FX000YT-234599;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DEA;null
1699;GL082YF-232419;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DEB;null
1700;FJ900ZH-206036;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DEC;null
1701;FJ334TY-235977;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DED;null
1702;GN165LM-238775;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DEE;null
1703;EH898AY-206552;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DEF;null
1704;GB426JF-197693;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF0;null
1705;GC224KJ-198141;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF1;null
1706;FW183BF-205774;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF2;null
1707;GL256PT-196195;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF3;null
1708;GN720XF-205434;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF4;null
1709;GB600JG;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF5;null
1710;FV048AJ-235919;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF6;null
1711;FP576FP-236240;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF7;null
1712;GK020ZC-229316;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF8;null
1713;GY486FN-239259;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DF9;null
1714;GD598NP-235204;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DFA;null
1715;FT350AG;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DFB;null
1716;FW029RT-223673;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DFC;null
1717;GE603TM-236596;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DFD;null
1718;GW758NR-229369;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DFE;null
1719;GX487AN-236706;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205DFF;null
1720;FX640WM-233360;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E01;null
1721;GV455PH;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E02;null
1722;GS695LK;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E03;null
1723;BG4. FILA 1 GABBIA 22;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E04;null
1724;GG944HG-174009;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E05;null
1725;ET722ZC-147643;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E06;null
1726;GD661AT-201471;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E07;null
1727;FG526MF;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E08;null
1728;BG4.F1 G18;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E09;null
1729;GE265SS-204674;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E0A;null
1730;GG095ZE-206700;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E0B;null
1731;FX088EH-204046;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E0C;null
1732;FJ088SM-205704;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E0D;null
1733;BG4.F1 G14;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E0E;null
1734;CB200HZ-228583;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E0F;null
1735;GP018MP-232998;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E10;null
1736;DR349JK-234822;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E11;null
1737;GD594AZ-202952;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E12;null
1738;GC235PL-202722;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E13;null
1739;GA950GL-194890;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E14;null
1740;FP175GZ-226333;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E15;null
1741;FY764FK-234720;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E16;null
1742;BG4.F1 G10;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E17;null
1743;FF275EX-234636;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E18;null
1744;DY735TT-233977;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E19;null
1745;GC850HD-234074;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E1A;null
1746;FV142AG-229441;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E1B;null
1747;FV357VR-234357;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E1C;null
1748;BG4.F1 G6;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E1D;null
1749;FH146BK-232970;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E1E;null
1750;EH656VE-229875;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E1F;null
1751;FR851ZD-229818;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E20;null
1752;GB874PR-233641;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E21;null
1753;FS603ST-206098;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E22;null
1754;FC558NF-230635;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E23;null
1755;GB507XV-205997;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E24;null
1756;FY071KK;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E25;null
1757;BG4.F1 G2;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E26;null
1758;GJ209WX-232589;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E27;null
1759;GF069WA-229121;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E28;null
1760;CN500SL-233155;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E29;null
1761;DJ160LP-226456;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E2A;null
1762;GM530GA-233959;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E2B;null
1763;DT386ET-232591;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E2C;null
1764;GM259GG-204866;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E2D;null
1765;GC764GJ-230364;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E2E;null
1766;FR497TT-200913;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E2F;null
1767;BG4. F1 G29;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E30;null
1768;GK856RT-249381;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E31;null
1769;GV180JP-247032;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E32;null
1770;GM128GB-247053;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E33;null
1771;EV763LB-247156;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E34;null
1772;GK458EF;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E35;null
1773;GS050MM-248533;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E36;null
1774;FP237CM-248488;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E37;null
1775;GN056YY;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E38;null
1776;GJ408DJ;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E39;null
1777;GW772SH-247577;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E3A;null
1778;BG4. F1 G32;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E3B;null
1779;GV341BK-248487;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E3C;null
1780;GM725PP-244654;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E3D;null
1781;FR344ZK-247645;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E3E;null
1782;GW864LE-248737;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E3F;null
1783;GR851VM-248352;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E40;null
1784;GP148TE-248338;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E41;null
1785;GB398WJ-248492;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E42;null
1786;GX520AH-248517;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E43;null
1787;GP593TA-248393;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E44;null
1788;GS315YW-248918;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E45;null
1789;BG4. F1 G33;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E46;null
1790;GT410FX-248865;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E47;null
1791;GR329SE-248984;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E48;null
1792;GP684MC-249068;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E49;null
1793;GC068JY-249086;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E4A;null
1794;EX071MT-247598;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E4B;null
1795;GV607ZC-247611;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E4C;null
1796;GM834GC-248305;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E4D;null
1797;EX000YT;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E4E;null
1798;GV820LK-250366;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E4F;null
1799;GJ163AR-250482;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E50;null
1800;BG4. F1 G35;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E51;null
1801;GL849ED-244366;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E52;null
1802;GT236PR-244330;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E53;null
1803;GV697LF-247189;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E54;null
1804;FR190GS-247152;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E55;null
1805;GN251YW-244350;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E56;null
1806;EP417TW-244289;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E57;null
1807;GV756KL-247705;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E58;null
1808;GN808ZB-247701;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E59;null
1809;GN269FJ-247122;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E5A;null
1810;GV749LB-247110;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E5B;null
1811;GN607FJ-247176;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E5C;null
1812;GL527EJ-247217;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E5D;null
1813;BG4. F1 G38;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E5E;null
1814;EY260LS-244814;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E5F;null
1815;GP093XV-244811;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E60;null
1816;GD014MV-241865;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E61;null
1817;FE997GG-241720;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E62;null
1818;FS643SV-241705;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E63;null
1819;GT456ET-241725;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E64;null
1820;GJ370KB-247839;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E65;null
1821;ES303ZA-248016;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E66;null
1822;GT074NE-244787;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E67;null
1823;GM173KV;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E68;null
1824;GP777ZK-247873;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E69;null
1825;FJ880YJ-247827;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E6A;null
1826;BG4. F1 G41;null;null;null;null;null;null;null;null;null;null;null;0x000000004E205E6B;null
