classificatore1	classificatore2	classificatore3	classificatore4	ART_ID	ART_CAI	SETTORE_ID	SETTORE	MARCA_ID	MARCA	ART_CODICE	IND_CARICO	IND_VELOCITA	Ext_XL	Disegno	Ext_EAN	ext_Misura	DESCR_DIRECT	ART_STAGIONE	ART_STAGIONEShort	STAART	Decibel	Rumorosita	Rotolamento	Aderenza	IdIc	IdIv	IDARTCLA1	IDARTCLA2	IDARTCLA3	IDARTCLA4	Ext_Fascia
null	null	null	null	501260	null	105	MECCANICA VETTURA - 4X4 - TL            	10009	MECCANICA LEGGERA                       	@7PASTIGLIEV        	null	null	null	null	null	null	PASTIGLIE FRENO VETTURA 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564076	null	10015	MATERIALE CONSUMO VETT RIVENDUTO        	10001	MATERIALE CONSUMO VETTURA MOTO          	@7TPMS              	null	null	null	null	null	null	MONTAGGIO SU CERCHIO CON TPMS 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
