classificatore1	classificatore2	classificatore3	classificatore4	ART_ID	ART_CAI	SETTORE_ID	SETTORE	MARCA_ID	MARCA	ART_CODICE	IND_CARICO	IND_VELOCITA	Ext_XL	Disegno	Ext_EAN	ext_Misura	DESCR_DIRECT	ART_STAGIONE	ART_STAGIONEShort	STAART	Decibel	Rumorosita	Rotolamento	Aderenza	IdIc	IdIv	IDARTCLA1	IDARTCLA2	IDARTCLA3	IDARTCLA4	Ext_Fascia
null	null	null	null	564078	null	10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBDIR            	null	null	null	null	null	null	ABBUONO DIREZIONALE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	573843	892332880	105	MECCANICA VETTURA - 4X4 - TL            	10009	MECCANICA LEGGERA                       	@7LAVCONC           	null	null	null	null	null	null	DETERGENTE LAVAVETRI ANTIGELO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	582260	null	105	MECCANICA VETTURA - 4X4 - TL            	10026	MECCANICA                               	AS30ECO087          	null	null	null	null	null	null	AS30-ECO087 FILTRO CARBURANTE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583925	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_DEP        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.DEPOSITO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	583926	null	10035	MD STAGIONALE VETTURA                   	324	MANODOPERA                              	@MS_STAG_CLI        	null	null	null	null	null	null	MONT. SMONT. PN SUV-4X4-TL STAG.CLIENTE 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	612252	null	105	MECCANICA VETTURA - 4X4 - TL            	10261	SKF                                     	VKMC01278           	null	null	null	null	null	null	KIT DISTRIBUZIONE CON POMPA ACQUA VW 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	612253	null	105	MECCANICA VETTURA - 4X4 - TL            	10261	SKF                                     	VKMV6PK1031         	null	null	null	null	null	null	KIT CINGHIE ORGANI AUSILIARI 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	546102	null	10037	MANODOPERA OFFICINA                     	10058	MANODOPERA OFFICINA MOBILE              	@7RESET             	null	null	null	null	null	null	RESET SERVICE TAGLIANDO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	581903	null	10026	REVISIONI                               	10004	REVISIONE                               	@7REV100            	null	null	null	null	null	null	Revisione Veicolo 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	581903	null	10026	REVISIONI                               	10004	REVISIONE                               	@7REV100            	null	null	null	null	null	null	Revisione Veicolo 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	552555	null	10007	MD VETTURA                              	324	MANODOPERA                              	@7LAVAGGIO          	null	null	null	null	null	null	LAVAGGIO AUTO 	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
null	null	null	null	552570		10049	Abbuono Convenzioni                     	10079	Abbuoni Vettura                         	@7ABBCOLL           	null	null	null	null	null	null	ABBUONO COLLABORATORI	4 STAGIONI	Q	G	null	null	null	null	null	null	null	null	null	null	null
